Any,zona,dat,via,pk,nomMun,nomCom,nomDem,F_MORTS,F_FERITS_GREUS,F_FERITS_LLEUS,F_VICTIMES,F_UNITATS_IMPLICADES,F_VIANANTS_IMPLICADES,F_BICICLETES_IMPLICADES,F_CICLOMOTORS_IMPLICADES,F_MOTOCICLETES_IMPLICADES,F_VEH_LLEUGERS_IMPLICADES,F_VEH_PESANTS_IMPLICADES,F_ALTRES_UNIT_IMPLICADES,F_UNIT_DESC_IMPLICADES,C_VELOCITAT_VIA,D_ACC_AMB_FUGA,D_BOIRA,D_CARACT_ENTORN,D_CARRIL_ESPECIAL,D_CIRCULACIO_MESURES_ESP,D_CLIMATOLOGIA,D_FUNC_ESP_VIA,D_GRAVETAT,D_INFLUIT_BOIRA,D_INFLUIT_CARACT_ENTORN,D_INFLUIT_CIRCULACIO,D_INFLUIT_ESTAT_CLIMA,D_INFLUIT_INTEN_VENT,D_INFLUIT_LLUMINOSITAT,D_INFLUIT_MESU_ESP,D_INFLUIT_OBJ_CALCADA,D_INFLUIT_SOLCS_RASES,D_INFLUIT_VISIBILITAT,D_INTER_SECCIO,D_LIMIT_VELOCITAT,D_LLUMINOSITAT,D_REGULACIO_PRIORITAT,D_SENTITS_VIA,D_SUBTIPUS_ACCIDENT,D_SUBTIPUS_TRAM,D_SUBZONA,D_SUPERFICIE,D_TIPUS_VIA,D_TITULARITAT_VIA,D_TRACAT_ALTIMETRIC,D_VENT,grupDiaLab,hor,grupHor,tipAcc,tipDia
2020,"Carretera",2020-01-29,"C-31","153,8","VILANOVA I LA GELTRU","Garraf","Barcelona",0,1,1,2,3,0,1,0,1,1,0,0,0,"100","No","No n'hi ha","Terraplé","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De dia, dia clar","NA","Doble sentit","Encalç","NA","Carretera","Sec i net","Carretera convencional","Autonòmica","Pla","Calma, vent molt suau","Feiners",17.34,"Tarda","Col.lisió de vehicles en marxa","dill-dij"
2020,"Zona urbana",2020-01-16,"SE","999999","TERRASSA","Valles Occidental","Barcelona",0,1,0,1,1,0,0,0,1,0,0,0,0,"100","No","No n'hi ha","Sense Especificar","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","Si","No","No","No","No","No","No","En secció","Genérica via","De dia, dia clar","NA","NA","Caiguda en la via","NA","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","NA","Calma, vent molt suau","Feiners",23.15,"Nit","Bolcada a la calcada","dill-dij"
2020,"Zona urbana",2020-02-17,"BP-5109","0,4","SANT ANTONI DE VILAM","Valles Oriental","Barcelona",0,1,0,1,2,0,1,0,0,1,0,0,0,"999","No","No n'hi ha","Sense Especificar","NA","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","Dintre intersecció","Genérica via","De dia, dia clar","Senyal Stop o cedeix pas","NA","Envestida (frontal lateral)","Intersecció en T o Y","Travessera","Sec i net","Carretera convencional","Altres","Sense especificar","Calma, vent molt suau","Feiners",19.0,"Tarda","Col.lisió de vehicles en marxa","dill-dij"
2020,"Zona urbana",2020-01-11,"SE","999999","MATARO","Maresme","Barcelona",0,1,0,1,2,1,0,0,0,1,0,0,0,"NA","No","No n'hi ha","Sense Especificar","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","Sense especificar","No","No","No","No","No","No","No","No","En secció","Genérica via","De dia, dia clar","NA","NA","Atropellament","NA","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","Sense especificar","Calma, vent molt suau","CapDeSetmana",10.4,"Matí","Atropellament","dis"
2020,"Zona urbana",2020-01-16,"SE","999999","RIPOLLET","Valles Occidental","Barcelona",0,1,0,1,2,0,0,0,1,1,0,0,0,"100","No","No n'hi ha","Sense Especificar","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De dia, dia clar","NA","NA","Envestida (frontal lateral)","NA","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","NA","Calma, vent molt suau","Feiners",20.0,"Tarda","Col.lisió de vehicles en marxa","dill-dij"
2020,"Zona urbana",2020-01-08,"SE","999999","BARCELONA","Barcelones","Barcelona",0,1,0,1,2,0,0,0,2,0,0,0,0,"100","No","Si","Sense Especificar","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","Dintre intersecció","Genérica via","De dia, dia clar","NA","Un sol sentit","Fregament o col·lisió lateral","Encreuament o intersecció en X o +","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","NA","Calma, vent molt suau","Feiners",15.2,"Tarda","Col.lisió de vehicles en marxa","dill-dij"
2020,"Carretera",2020-01-16,"C-43","11,4","GANDESA","Terra Alta","Tarragona",0,1,0,1,2,1,0,0,0,1,0,0,0,"100","No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De dia, dia clar","NA","Doble sentit","Atropellament","NA","Carretera","Sec i net","Carretera convencional","Autonòmica","Pla","Calma, vent molt suau","Feiners",11.35,"Matí","Atropellament","dill-dij"
2020,"Zona urbana",2020-01-27,"SE","999999","BARCELONA","Barcelones","Barcelona",0,1,0,1,2,0,0,0,2,0,0,0,0,"100","No","Si","Sense Especificar","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","Dintre intersecció","Genérica via","De dia, dia clar","NA","Doble sentit","Caiguda en la via","Encreuament o intersecció en X o +","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","NA","Calma, vent molt suau","Feiners",8.4,"Matí","Bolcada a la calcada","dill-dij"
2020,"Zona urbana",2020-02-05,"SE","999999","LA CANONJA","Tarragones","Tarragona",0,1,0,1,2,1,0,0,1,0,0,0,0,"40","No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","Dintre intersecció","Senyal velocitat","De dia, dia clar","Senyal Stop o cedeix pas","Un sol sentit","Atropellament","Intersecció en T o Y","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","NA","Calma, vent molt suau","Feiners",11.1,"Matí","Atropellament","dill-dij"
2020,"Zona urbana",2020-02-11,"SE","999999","SANTA COLOMA DE GRAMANET","Barcelones","Barcelona",0,1,0,1,2,1,0,0,0,1,0,0,0,"NA","No","No n'hi ha","Sense Especificar","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","Sense especificar","No","No","No","Sense especificar","No","No","No","No","No","En secció","Genérica via","De dia, dia clar","NA","Doble sentit","Xoc amb animal a la calçada","NA","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","Sense especificar","Calma, vent molt suau","Feiners",13.3,"Matí","Col.lisió d'un vehicle contra un obstacle de la calcada","dill-dij"
2020,"Zona urbana",2020-01-08,"SE","999999","CASTELL-PLATJA D'ARO","Baix Emporda","Girona",0,1,0,1,2,0,0,0,1,1,0,0,0,"30","Si","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","Dintre intersecció","Senyal velocitat","Alba o capvespre","Senyal Stop o cedeix pas","Doble sentit","Envestida (frontal lateral)","Giratòria","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","NA","Calma, vent molt suau","Feiners",7.49,"Matí","Col.lisió de vehicles en marxa","dill-dij"
2020,"Zona urbana",2020-01-14,"SE","999999","LLORET DE MAR","Selva","Girona",0,1,0,1,1,0,0,0,1,0,0,0,0,"40","No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Senyal velocitat","De dia, dia clar","NA","Doble sentit","Caiguda en la via","NA","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","NA","Calma, vent molt suau","Feiners",11.58,"Matí","Bolcada a la calcada","dill-dij"
2020,"Carretera",2020-02-01,"C-55","32,8","MANRESA","Bages","Barcelona",0,1,0,1,1,0,0,0,0,1,0,0,0,"80","No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","Arribant o eixint intersecció fins 50m","Senyal velocitat","De nit, sense llum artificial","Sols norma prioritat de pas","Un sol sentit","Resta sortides de via","Enllaç d'entrada o eixida","Carretera","Sec i net","Carretera convencional","Autonòmica","Pla","Calma, vent molt suau","CapDeSetmana",0.07,"Nit","Sortida de la calcada sense especificar","dis"
2020,"Zona urbana",2020-02-21,"SE","999999","AMPOSTA","Montsia","Tarragona",0,1,0,1,2,1,0,0,0,1,0,0,0,"100","No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","Arribant o eixint intersecció fins 50m","Genérica via","De dia, dia clar","NA","Un sol sentit","Atropellament","Giratòria","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","NA","Calma, vent molt suau","Feiners",14.11,"Tarda","Atropellament","div"
2020,"Zona urbana",2020-02-16,"GIV-5273","1","VALL D'EN BAS, LA","Garrotxa","Girona",0,1,0,1,2,0,1,0,0,1,0,0,0,"100","No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","Dintre intersecció","Genérica via","De dia, dia clar","Senyal Stop o cedeix pas","Un sol sentit","Envestida (frontal lateral)","Intersecció en T o Y","Travessera","Sec i net","Carretera convencional","Provincial","Pla","Calma, vent molt suau","CapDeSetmana",12.59,"Matí","Col.lisió de vehicles en marxa","dg"
2020,"Carretera",2020-02-29,"TV-3103","1,5","RIUDOMS","Baix Camp","Tarragona",0,5,1,6,2,0,0,0,0,2,0,0,0,"100","No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De nit, sense llum artificial","NA","Doble sentit","Col·lisió frontal","NA","Carretera","Sec i net","Carretera convencional","Provincial","Pla","Calma, vent molt suau","CapDeSetmana",19.06,"Tarda","Col.lisió de vehicles en marxa","dis"
2020,"Carretera",2020-02-10,"C-352","24","FRANQUESES DEL VALLE","Valles Oriental","Barcelona",0,1,1,2,2,0,0,0,0,2,0,0,0,"80","No","No n'hi ha","Desmunt","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Senyal velocitat","De nit, il·luminació artificial suficient","NA","Un sol sentit","Col·lisió frontal","NA","Carretera","Sec i net","Carretera convencional","Autonòmica","Rampa o pendent","Calma, vent molt suau","Feiners",1.06,"Nit","Col.lisió de vehicles en marxa","dill-dij"
2020,"Carretera",2020-01-11,"C-61","6,8","ARENYS DE MUNT","Maresme","Barcelona",0,1,0,1,1,0,1,0,0,0,0,0,0,"999","No","No n'hi ha","Sense Especificar","NA","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De dia, dia clar","NA","NA","Altres","NA","Carretera","Sec i net","Carretera convencional","Altres","Sense especificar","Calma, vent molt suau","CapDeSetmana",9.57,"Matí","Altres","dis"
2020,"Zona urbana",2020-02-15,"SE","999999","BADALONA","Barcelones","Barcelona",0,1,0,1,1,0,1,0,0,0,0,0,0,"20","No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","Sense especificar","No","No","No","Sense especificar","No","No","No","No","No","Dintre intersecció","Senyal velocitat","De dia, dia clar","Senyal Stop o cedeix pas","Doble sentit","Caiguda en la via","Intersecció en T o Y","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","Sense especificar","Calma, vent molt suau","CapDeSetmana",9.4,"Matí","Bolcada a la calcada","dis"
2020,"Carretera",2020-02-11,"C-14","124","VILANOVA DE L'AGUDA","Noguera","Lleida",1,3,1,5,1,0,0,0,0,1,0,0,0,"100","No","No n'hi ha","Mixt","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident mortal","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De dia, dia clar","NA","Doble sentit","Resta sortides de via","NA","Carretera","Sec i net","Carretera convencional","Autonòmica","Pla","Calma, vent molt suau","Feiners",15.31,"Tarda","Sortida de la calcada sense especificar","dill-dij"
2020,"Zona urbana",2020-01-21,"SE","999999","LLEIDA","Segria","Lleida",0,1,0,1,1,0,0,0,1,0,0,0,0,"NA","No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","Sense especificar","No","No","No","No","No","No","No","No","Sense especificar","En secció","Genérica via","De dia, dia clar","NA","Un sol sentit","Caiguda en la via","NA","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","Sense especificar","Vent fort","Feiners",15.1,"Tarda","Bolcada a la calcada","dill-dij"
2020,"Zona urbana",2020-02-12,"SE","999999","SANT ADRIA DE BESOS","Barcelones","Barcelona",0,1,0,1,2,0,0,0,1,1,0,0,0,"100","No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","Dintre intersecció","Genérica via","De dia, dia clar","Senyal Stop o cedeix pas","Doble sentit","Envestida (frontal lateral)","Intersecció en T o Y","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","NA","Calma, vent molt suau","Feiners",13.2,"Matí","Col.lisió de vehicles en marxa","dill-dij"
2020,"Carretera",2020-03-27,"C-32","60,5","CORNELLA DE LLOBREGAT","Baix Llobregat","Barcelona",0,1,0,1,1,0,0,0,1,0,0,0,0,"999","No","No n'hi ha","Sense Especificar","NA","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De dia, dia clar","NA","NA","Xoc contra objecte/obstacle sense sortida prèvia de via","NA","Carretera","Sec i net","Carretera convencional","Altres","Sense especificar","Calma, vent molt suau","CapDeSetmana",15.51,"Tarda","Col.lisió d'un vehicle contra un obstacle de la calcada","div"
2020,"Zona urbana",2020-02-01,"SE","999999","HOSPITALET DE LLOBREGAT","Barcelones","Barcelona",0,1,0,1,2,1,0,0,0,1,0,0,0,"30","No","No n'hi ha","Sense Especificar","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","Sense especificar","No","No","No","Sense especificar","No","No","No","No","No","En secció","Senyal velocitat","De dia, dia clar","NA","Un sol sentit","Atropellament","NA","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","Sense especificar","Calma, vent molt suau","CapDeSetmana",13.24,"Matí","Atropellament","dis"
2020,"Carretera",2020-01-06,"B-100","4,8","SANT GUIM DE FREIXENET","Segarra","Lleida",0,1,2,3,2,0,0,0,0,1,1,0,0,"100","No","No n'hi ha","Desmunt","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De nit, il·luminació artificial insuficient","NA","Doble sentit","Col·lisió frontal","NA","Carretera","Sec i net","Carretera convencional","Provincial","Pla","Calma, vent molt suau","Feiners",19.35,"Tarda","Col.lisió de vehicles en marxa","dill-dij"
2020,"Carretera",2020-01-04,"N-340","1186","VENDRELL, EL","Baix Penedes","Tarragona",0,1,0,1,1,0,0,0,0,1,0,0,0,"100","No","No n'hi ha","Desmunt","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De nit, sense llum artificial","NA","Doble sentit","Resta sortides de via","NA","Carretera","Sec i net","Carretera convencional","Estatal","Pla","Calma, vent molt suau","CapDeSetmana",4.39,"Nit","Sortida de la calcada sense especificar","dis"
2020,"Carretera",2020-02-21,"B-10","8,2","BARCELONA","Barcelones","Barcelona",0,1,0,1,2,0,0,0,1,1,0,0,0,"100","No","Si","Sense Especificar","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De dia, dia clar","NA","Un sol sentit","Encalç","NA","Carretera","Sec i net","Carretera convencional","NA","NA","Calma, vent molt suau","Feiners",13.3,"Matí","Col.lisió de vehicles en marxa","div"
2020,"Carretera",2020-01-15,"C-32","91","PREMIA DE DALT","Maresme","Barcelona",0,1,0,1,2,0,0,0,1,1,0,0,0,"999","No","No n'hi ha","Sense Especificar","NA","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De dia, dia clar","NA","NA","Encalç","NA","Carretera","Sec i net","Carretera convencional","Altres","Sense especificar","Calma, vent molt suau","Feiners",7.47,"Matí","Col.lisió de vehicles en marxa","dill-dij"
2020,"Carretera",2020-03-05,"C-31","153,2","VILANOVA I LA GELTRU","Garraf","Barcelona",1,0,3,4,5,0,0,0,0,4,1,0,0,"100","No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident mortal","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De dia, dia clar","NA","Doble sentit","Col·lisió frontal","NA","Carretera","Sec i net","Carretera convencional","Autonòmica","Pla","Calma, vent molt suau","Feiners",14.42,"Tarda","Col.lisió de vehicles en marxa","dill-dij"
2020,"Carretera",2020-03-09,"BV-5303","7","SEVA","Osona","Barcelona",0,1,0,1,1,0,0,0,1,0,0,0,0,"100","No","No n'hi ha","Mixt","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De dia, dia clar","NA","Doble sentit","Caiguda en la via","NA","Carretera","Sec i net","Carretera convencional","Provincial","Canvi rasant","Calma, vent molt suau","Feiners",14.19,"Tarda","Bolcada a la calcada","dill-dij"
2020,"Zona urbana",2020-01-08,"SE","999999","VENDRELL, EL","Baix Penedes","Tarragona",0,1,0,1,2,0,1,0,0,1,0,0,0,"40","No","No n'hi ha","Sense Especificar","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","Sense especificar","No","No","No","Sense especificar","No","No","No","No","No","Dintre intersecció","Senyal velocitat","De dia, dia clar","Sols norma prioritat de pas","Un sol sentit","Col·lisió frontal","Intersecció en T o Y","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","Sense especificar","Calma, vent molt suau","Feiners",12.46,"Matí","Col.lisió de vehicles en marxa","dill-dij"
2020,"Carretera",2020-01-30,"N-II","760,4","LLERS","Alt Emporda","Girona",0,1,0,1,2,0,0,1,0,1,0,0,0,"100","No","No n'hi ha","Desmunt","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De nit, il·luminació artificial suficient","NA","Doble sentit","Envestida (frontal lateral)","NA","Carretera","Sec i net","Carretera convencional","Estatal","Pla","Calma, vent molt suau","Feiners",23.11,"Nit","Col.lisió de vehicles en marxa","dill-dij"
2020,"Zona urbana",2020-07-27,"SE","999999","MATARO","Maresme","Barcelona",0,1,0,1,1,0,0,0,1,0,0,0,0,"NA","No","No n'hi ha","Sense Especificar","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","Sense especificar","No","No","No","No","No","No","No","No","En secció","Genérica via","De dia, dia clar","NA","Sense especificar","Caiguda en la via","NA","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","Sense especificar","Calma, vent molt suau","Feiners",10.3,"Matí","Bolcada a la calcada","dill-dij"
2020,"Carretera",2020-11-08,"C-153","18,2","SANTA MARIA DE CORCO","Osona","Barcelona",0,1,0,1,1,0,0,0,0,1,0,0,0,"999","No","No n'hi ha","Sense Especificar","NA","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De dia, dia clar","NA","NA","Resta sortides de via","NA","Carretera","Sec i net","Carretera convencional","Altres","Sense especificar","Calma, vent molt suau","CapDeSetmana",17.11,"Tarda","Sortida de la calcada sense especificar","dg"
2020,"Zona urbana",2020-12-17,"SE","999999","VILADECANS","Baix Llobregat","Barcelona",0,1,0,1,2,1,0,0,0,1,0,0,0,"NA","No","No n'hi ha","Sense Especificar","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","Sense especificar","No","No","No","No","No","No","No","No","En secció","Genérica via","De dia, dia clar","NA","Sense especificar","Atropellament","NA","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","Sense especificar","Calma, vent molt suau","Feiners",13.21,"Matí","Atropellament","dill-dij"
2020,"Zona urbana",2020-11-04,"SE","999999","BARCELONA","Barcelones","Barcelona",1,0,1,2,2,0,0,0,1,1,0,0,0,"100","No","Si","Sense Especificar","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident mortal","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De nit, il·luminació artificial insuficient","NA","Doble sentit","Encalç","NA","Zona urbana","Mullat","Via urbana( inclou carrer i carrer residencial)","NA","NA","Calma, vent molt suau","Feiners",18.18,"Tarda","Col.lisió de vehicles en marxa","dill-dij"
2020,"Zona urbana",2020-03-09,"SE","999999","SANT BOI DE LLOBREGAT","Baix Llobregat","Barcelona",0,1,0,1,3,0,0,0,1,0,2,0,0,"100","No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","Dintre intersecció","Genérica via","De dia, dia clar","Senyal Stop o cedeix pas","Doble sentit","Envestida (frontal lateral)","Encreuament o intersecció en X o +","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","NA","Calma, vent molt suau","Feiners",7.42,"Matí","Col.lisió de vehicles en marxa","dill-dij"
2020,"Zona urbana",2020-05-21,"SE","999999","TARRAGONA","Tarragones","Tarragona",0,1,0,1,2,1,0,0,0,1,0,0,0,"NA","Sense Especificar","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","Sense especificar","No","No","No","Sense especificar","No","No","No","No","Sense especificar","En secció","Genérica via","De dia, dia clar","NA","Un sol sentit","Atropellament","NA","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","Sense especificar","Calma, vent molt suau","Feiners",19.3,"Tarda","Atropellament","dill-dij"
2020,"Carretera",2020-07-10,"B-20","11,5","BARCELONA","Barcelones","Barcelona",0,1,0,1,2,0,0,0,1,1,0,0,0,"80","No","Si","Sense Especificar","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Senyal velocitat","De dia, dia clar","NA","Doble sentit","Encalç","NA","Carretera","Sec i net","Carretera convencional","NA","NA","Calma, vent molt suau","CapDeSetmana",16.5,"Tarda","Col.lisió de vehicles en marxa","div"
2020,"Zona urbana",2020-10-17,"SE","999999","BARCELONA","Barcelones","Barcelona",0,1,0,1,2,0,0,0,1,1,0,0,0,"100","No","Si","Sense Especificar","Carril bici","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","Dintre intersecció","Genérica via","De nit, il·luminació artificial insuficient","NA","Doble sentit","Fregament o col·lisió lateral","Intersecció en T o Y","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","NA","Calma, vent molt suau","CapDeSetmana",22.0,"Nit","Col.lisió de vehicles en marxa","dis"
2020,"Carretera",2020-11-03,"GI-520","7","VILADRAU","Osona","Girona",0,2,2,4,1,0,0,0,0,1,0,0,0,"50","No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","Dintre intersecció","Senyal velocitat","De dia, dia clar","Senyal Stop o cedeix pas","Doble sentit","Resta sortides de via","Intersecció en T o Y","Carretera","Sec i net","Carretera convencional","Provincial","Rampa o pendent","Calma, vent molt suau","Feiners",16.49,"Tarda","Sortida de la calcada sense especificar","dill-dij"
2020,"Carretera",2020-10-28,"TV-3141","3","RIUDOMS","Baix Camp","Tarragona",0,1,0,1,2,0,0,0,1,0,1,0,0,"80","No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Senyal velocitat","De dia, dia clar","NA","Doble sentit","Encalç","NA","Carretera","Sec i net","Carretera convencional","Autonòmica","Pla","Calma, vent molt suau","Feiners",11.3,"Matí","Col.lisió de vehicles en marxa","dill-dij"
2020,"Carretera",2020-10-12,"TV-7046","8,4","ALBIOL, L'","Baix Camp","Tarragona",0,1,0,1,2,0,0,0,1,1,0,0,0,"100","No","No n'hi ha","Mixt","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De dia, dia clar","NA","Doble sentit","Envestida (frontal lateral)","NA","Carretera","Sec i net","Carretera convencional","Provincial","Rampa o pendent","Calma, vent molt suau","Feiners",11.42,"Matí","Col.lisió de vehicles en marxa","dill-dij"
2020,"Carretera",2020-09-08,"TP-7013","11","SELVA DEL CAMP, LA","Baix Camp","Tarragona",0,1,0,1,1,0,0,0,1,0,0,0,0,"999","No","No n'hi ha","Sense Especificar","NA","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De dia, dia clar","NA","NA","Resta sortides de via","NA","Carretera","Sec i net","Carretera convencional","Altres","Sense especificar","Calma, vent molt suau","Feiners",7.05,"Matí","Sortida de la calcada sense especificar","dill-dij"
2020,"Zona urbana",2020-10-17,"SE","999999","VILADECANS","Baix Llobregat","Barcelona",0,1,0,1,2,1,0,0,0,1,0,0,0,"100","No","No n'hi ha","Sense Especificar","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De dia, dia clar","NA","Doble sentit","Atropellament","NA","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","NA","Calma, vent molt suau","CapDeSetmana",8.45,"Matí","Atropellament","dis"
2020,"Zona urbana",2020-07-30,"SE","999999","BARCELONA","Barcelones","Barcelona",0,2,0,2,2,0,0,0,0,1,0,1,0,"100","No","Si","Sense Especificar","Carril bus","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De nit, il·luminació artificial insuficient","NA","Un sol sentit","Envestida (frontal lateral)","NA","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","NA","Calma, vent molt suau","Feiners",5.29,"Nit","Col.lisió de vehicles en marxa","dill-dij"
2020,"Carretera",2020-09-30,"GI-552","6,3","BREDA","Selva","Girona",0,1,0,1,2,0,0,0,0,1,1,0,0,"100","No","No n'hi ha","Mixt","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De dia, dia clar","NA","Doble sentit","Col·lisió frontal","NA","Carretera","Sec i net","Carretera convencional","Autonòmica","Rampa o pendent","Calma, vent molt suau","Feiners",18.3,"Tarda","Col.lisió de vehicles en marxa","dill-dij"
